# BEAST v1.7.5
# Generated Sun Apr 07 23:31:23 BST 2013 [seed=1365373880976]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	pandemic.fasta.clock.rate	location.clock.rate	location.rates1	location.rates2	location.rates3	location.rates4	location.rates5	location.rates6	location.rates7	location.rates8	location.rates9	location.rates10	location.rates11	location.rates12	location.rates13	location.rates14	location.rates15	location.rates16	location.rates17	location.rates18	location.rates19	location.rates20	location.rates21	location.rates22	location.rates23	location.rates24	location.rates25	location.rates26	location.rates27	location.rates28	location.rates29	location.rates30	location.rates31	location.rates32	location.rates33	location.rates34	location.rates35	location.rates36	location.rates37	location.rates38	location.rates39	location.rates40	location.rates41	location.rates42	location.rates43	location.rates44	location.rates45	location.rates46	location.rates47	location.rates48	location.rates49	location.rates50	location.rates51	location.rates52	location.rates53	location.rates54	location.rates55	location.indicators1	location.indicators2	location.indicators3	location.indicators4	location.indicators5	location.indicators6	location.indicators7	location.indicators8	location.indicators9	location.indicators10	location.indicators11	location.indicators12	location.indicators13	location.indicators14	location.indicators15	location.indicators16	location.indicators17	location.indicators18	location.indicators19	location.indicators20	location.indicators21	location.indicators22	location.indicators23	location.indicators24	location.indicators25	location.indicators26	location.indicators27	location.indicators28	location.indicators29	location.indicators30	location.indicators31	location.indicators32	location.indicators33	location.indicators34	location.indicators35	location.indicators36	location.indicators37	location.indicators38	location.indicators39	location.indicators40	location.indicators41	location.indicators42	location.indicators43	location.indicators44	location.indicators45	location.indicators46	location.indicators47	location.indicators48	location.indicators49	location.indicators50	location.indicators51	location.indicators52	location.indicators53	location.indicators54	location.indicators55	location.nonZeroRates	treeLikelihood	location.treeLikelihood	coalescent
36325000	-9292.021199337822	-1352.2800423080016	-7939.74115702982	0.7670579893979784	15.85608757714913	11.365652152211995	0.25708737378222507	8.467015798002322	0.3523691923991095	0.184877085107096	0.20064045038941827	0.2621132721043744	0.0063403310345397585	5.512230124743206	1.7015166596920082	3.3700766482730447	1.701787081985086	0.31813500532474864	1.3931983655781006	0.3435079544153656	0.4978767869784275	1.1244497172433672	4.970870651897969	0.6240522083327844	1.4914978928648537	1.191306476455116	1.7031077914005803	0.9977078047521389	0.2854018773108127	1.127277515243498	0.04275629994285261	0.11983431653359934	0.8982953711407501	1.731375860128192	1.2019107848165618	3.1667954203876065	0.616924834740708	0.12185938634209999	2.137314858654564	0.26073263695177273	0.617833488258959	1.3985364684982766	1.2834562298475254	0.03636920580272901	0.47426620490706456	0.4998343063405535	1.8904814318413021	1.9280997648692892	0.6204678000135472	1.5139883747599103	1.7758008557378275	1.2847935711684124	0.8500751235433686	1.3135908762512065	0.30649735804042366	0.21132596755354421	1.0618002568744014	0.10343805461777347	0.5508647096510398	1.695249838107013	1.2439260073651324	0.033805149685950824	0.4251637491887303	0.5971729645506798	0.4209286935386742	3.4474803692139937	0.4790448551930176	0.8691630455803716	0.3936734839625784	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7278.702355808033	-661.0388012217869	-1269.2536157550492
36350000	-9259.048735162443	-1312.3892988601845	-7946.659436302259	0.8525372457680087	30.24839338771166	8.292091851184379	0.1408191598220221	9.016472120768212	0.3741161593447675	0.18863671116390418	0.2130038322554556	0.22424329723587086	0.006723891260549453	5.227151093207135	2.4305621715398233	3.3700766482730447	2.0393660622702	0.31813500532474864	1.3931983655781006	0.23580851322864482	0.12117672774175921	1.1244497172433672	1.297551070241409	0.7769533828056691	0.759508086658181	1.191306476455116	0.9577228694846954	1.136132819219028	0.2854018773108127	1.127277515243498	0.16922311943757162	0.21650587840137214	0.8982953711407501	0.4286279224783491	1.2019107848165618	2.9797207295966324	0.3021193178728084	0.12185938634209999	1.127441257349947	0.6036202543388435	0.6061718230446472	1.3985364684982766	1.1655856312603423	0.00742641374639101	0.245179012389348	0.4998343063405535	1.8904814318413021	1.9280997648692892	0.6204678000135472	0.30119866834611303	1.740253395147814	2.134964238716937	0.44717757263746427	1.3135908762512065	0.09351995068673048	1.4934501560150921	1.0618002568744014	0.10343805461777347	0.6299555559883432	1.695249838107013	1.2439260073651324	0.21654927140440872	1.4901014272992328	0.6372474847735659	0.40414542799776987	3.1671177452963493	0.4790448551930176	1.3121126571931705	2.1523588509142018	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7289.346981654355	-657.3124546479041	-1234.5796698356662
36375000	-9287.690120358684	-1332.871283709273	-7954.8188366494105	0.8161364898718699	17.315019054939054	8.896874744577143	0.22515757832567046	7.392422143251853	0.35979338757757107	0.1938904866231651	0.20236027762662614	0.24395584817263583	0.006662378586135173	5.377512769023672	2.1491219184492913	3.3901273891716457	1.3223063406073898	0.31813500532474864	1.6399287368383813	1.2959356145524488	1.3217775400279268	1.1244497172433672	1.297551070241409	0.4781808761996467	0.9056478012457635	0.3296670836774472	1.4615433348797944	1.3001978698956254	0.25128875448300053	0.31889142359687594	0.07543449588004139	0.21650587840137214	0.8982953711407501	0.33086822686986217	1.0841702955985937	1.2345929143166554	1.221287223534104	0.3635255443077568	1.732620111572464	0.6036202543388435	1.1767178132404743	1.319092145668037	0.5020273198929934	0.00742641374639101	0.7522401908059613	0.4998343063405535	0.9249651856962873	1.733786700730808	0.6204678000135472	0.30119866834611303	1.740253395147814	2.134964238716937	0.44717757263746427	1.3135908762512065	0.8620513779168921	1.278040159678295	3.0650766374645086	0.42827606984508354	3.9018383982233162	1.695249838107013	1.2439260073651324	0.21654927140440872	3.3940695520373727	0.7774019958619882	0.40414542799776987	3.1671177452963493	0.6601278948897112	1.3121126571931705	2.1523588509142018	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7300.471577668846	-654.3472589805638	-1247.747455307418
36400000	-9281.440000912226	-1323.4413367844027	-7957.998664127823	0.762544639391357	22.11606696830531	10.052925210031844	0.1888539123473971	8.251100410213521	0.36687315019247574	0.19540154754285513	0.20065687504837812	0.23706842721628918	0.006592737480925752	6.5076217063436	1.3659859449808984	1.6378278270578805	0.38776385248352635	0.31813500532474864	1.0790024165258667	1.2959356145524488	0.2593178716276124	0.43856897564613295	0.9308856134845982	0.8597555267309968	1.0693186318987655	0.5817362345465483	1.7549633189329545	1.3001978698956254	0.12325810881596401	0.4104731299285317	0.07543449588004139	0.21650587840137214	1.6703576571345995	0.4266885904446895	1.7134389140279194	1.2345929143166554	1.221287223534104	0.5573426191204081	0.7545821482009627	0.6663813743806114	3.080961781171724	1.319092145668037	0.5020273198929934	0.014551318439434942	1.39571289201489	0.4998343063405535	0.4525634204017736	1.733786700730808	0.9577765788796078	0.43867239644782363	2.6275158968896966	2.134964238716937	0.9313637785246147	0.4653142740858006	0.8620513779168921	0.33734338996052415	0.6565336158917335	0.15040128446492979	3.9018383982233162	1.5321228756534382	3.966045905399604	0.5282911468212571	1.4044832076435503	0.9260745529854484	0.19933118772294273	3.1671177452963493	0.8243347513101593	1.6692194088150918	2.1523588509142018	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7285.1736429416305	-672.8250211861922	-1238.3449759153907
36425000	-9283.491972869631	-1324.2515564949183	-7959.240416374712	0.8174804364929454	24.091539077787132	8.405883493016258	0.164614606503143	7.9217262485126385	0.3591424315233581	0.17758690166726135	0.2156903766750307	0.247580290134348	0.006593235231747711	6.924207532859463	1.3659859449808984	0.6593825153293869	0.38776385248352635	0.31813500532474864	2.0449539537271075	1.2959356145524488	0.2593178716276124	0.4457847417554265	0.9308856134845982	0.8114554097984786	0.7517785268634104	0.15372690133327552	1.7549633189329545	1.3001978698956254	0.14351315140357288	0.41811301833433373	0.013222498521132869	0.1583273039947544	0.7962909048678756	1.2260396775212332	1.465639268874468	2.305666168806829	1.8273401926160866	0.7721726347506859	0.7545821482009627	0.6663813743806114	1.458867451983871	1.319092145668037	0.5020273198929934	0.4806103306922762	2.2988650482148376	0.4998343063405535	0.06836726504870025	3.048700589199069	0.31823025358780777	0.43867239644782363	3.1263317842698646	0.7938526160812039	0.9313637785246147	1.8730757167054604	2.019809211227061	0.470737589160552	1.9516842378172057	0.16717406873219395	1.7937339646061126	1.1629373399230267	0.8089059442858826	0.3496033855571939	0.8397808892083396	0.5003050219885707	0.629588889758275	0.6581887599152352	0.8243347513101593	0.5108361832312167	0.5575366266439802	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	-7281.280428844403	-677.9599875303091	-1248.7725432879608
36450000	-9313.489168200604	-1362.1814133629766	-7951.307754837628	0.7916303064939886	22.50206602650556	10.445057677498237	0.20477232039669738	10.020949156271179	0.37191220510376866	0.18159585240938483	0.20545005811952985	0.24104188436731475	0.006230911142072528	5.642653381499074	0.18461021923711407	1.999137985875207	0.38776385248352635	0.31813500532474864	0.929798176139392	1.2959356145524488	0.6009312554844128	0.4457847417554265	0.1922890097357873	1.3800498240612478	0.7764618204504318	0.1380255888088851	1.7549633189329545	1.3001978698956254	0.08825732157279795	0.4161522624472539	0.027740689740152428	0.1583273039947544	0.7962909048678756	1.2260396775212332	1.7000507060510828	2.532435424168898	1.8273401926160866	0.3707043971497756	1.0587123563250382	0.7479757433501748	1.458867451983871	1.319092145668037	0.47765581018175424	0.1879712815086441	1.0468654225660765	0.4998343063405535	0.06836726504870025	3.048700589199069	1.0468802500730807	1.3169444709949123	2.080010244336276	0.3059373486862578	1.1552525648826903	1.8730757167054604	3.847974244987806	0.470737589160552	1.9516842378172057	0.09443724441017311	1.7937339646061126	2.1299407042647505	1.222111783608242	0.21603277392843873	1.4003707427447383	1.3106647180734574	0.629588889758275	0.969023172023294	0.6142391966132227	0.5108361832312167	0.5575366266439802	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7289.709765642809	-661.5979891948192	-1280.7508368536132
36475000	-9347.418670461335	-1398.681823810124	-7948.736846651212	0.8003994649439635	26.72412747851528	7.744939191705173	0.16589508990141852	8.261780085031955	0.3511299299130537	0.1844170949786331	0.21460254242093849	0.2498504326873729	0.005892978284546114	5.160352263051318	0.1241031319974216	1.999137985875207	0.2940680489373294	0.13957144150852568	2.8721655146798404	1.2959356145524488	0.17730644129743542	0.12836910307852972	0.1922890097357873	2.4178788607283255	1.261291261326105	1.4622275188194747	1.7549633189329545	1.3001978698956254	0.21125280065651303	0.8032517737823986	0.3493466162519433	0.12898009064271476	0.7962909048678756	0.43125512215054473	1.7000507060510828	1.7534579197727935	0.3270284199211549	0.352003635358076	1.8503933806896284	1.083942978282947	1.7859653892276313	1.1080647805880481	0.18483944733586635	0.4900839868243533	1.6858154226366588	0.4998343063405535	0.9541502400769177	3.048700589199069	0.9161088910523291	3.024018503476849	2.080010244336276	0.05308861309350903	1.1552525648826903	1.8730757167054604	3.847974244987806	0.4670330083632098	0.3122255551324015	0.1709529496251346	1.2767143602514663	1.8120054951312365	1.222111783608242	0.21603277392843873	2.100019091595116	1.3106647180734574	0.629588889758275	0.969023172023294	0.7172475619799348	0.34441002388115094	0.548788390061097	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	-7292.373495331521	-656.3633513196911	-1314.4315855704433
36500000	-9341.013219089753	-1381.0397676050807	-7959.973451484671	0.7676744415441875	24.00858265116543	9.547088520300518	0.19328703178646586	8.380763347040828	0.37943584264157043	0.17404432825501445	0.20373846726267333	0.24278136184073995	0.006378885361508177	5.232640423189176	0.1241031319974216	1.0966382340451977	1.1917517781451952	0.4607337154757788	2.8721655146798404	0.756003012985174	0.39042037975056326	0.7440008993303645	0.16315415854764925	0.40909068115084735	0.7343922575901671	1.4622275188194747	1.3667992690173805	0.30189928829130247	0.21125280065651303	0.8032517737823986	0.15163106492577558	0.11768596380862688	1.086382852771379	1.076857374656123	1.7000507060510828	1.7534579197727935	0.3270284199211549	0.3253567265313778	1.8503933806896284	0.9867980168230337	1.7859653892276313	1.1080647805880481	0.18483944733586635	0.3289336314936006	1.6858154226366588	0.6210996261359144	1.0508237471456479	2.151643452977056	0.9161088910523291	2.50307310552538	2.080010244336276	0.05809600056705958	1.1552525648826903	1.8730757167054604	3.847974244987806	0.4670330083632098	0.3122255551324015	0.16732942412012886	1.2767143602514663	2.6921972900223126	1.213272488277384	0.6731477915973173	3.214843071256157	1.3106647180734574	0.629588889758275	0.6667647637807721	0.3355753244763206	0.1030751396510568	0.19554394945481238	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	-7307.368181020129	-652.6052704645425	-1300.1343311461337
36525000	-9314.930980450128	-1357.5376212663955	-7957.393359183732	0.8504895875855317	15.548321876448899	8.63392974980484	0.24288981574351712	8.13309436795889	0.3636306969291391	0.1733949936793406	0.21776113834645114	0.24521317104506737	0.005939209352004552	5.163419547674625	0.301931007673778	0.0571890018693325	1.098450705104781	0.5891769866580406	2.8721655146798404	0.4419838550723238	0.5747146224453418	0.912178512297796	0.03963009407102224	0.0931960030547101	0.5373363711280781	2.469347941217719	0.6774249653915372	0.2921439452552076	0.1075273049140858	0.2892562236754272	0.6508156470814481	0.11768596380862688	1.1710200938389765	1.076857374656123	1.7000507060510828	0.4106857714277828	1.6984910701751879	0.14192700438517775	1.6974951674210843	1.5455555706946495	1.4940977659278698	1.9630461424405972	0.11016566991935507	0.31566089280923915	2.5562430125295594	0.6210996261359144	2.935072422582742	2.2294550945078138	0.9161088910523291	2.01558796550802	1.9457683128327523	0.0643090105091541	1.1552525648826903	0.7367504597217637	5.192191385645067	0.4670330083632098	0.3736082641975307	1.1546982453928356	1.2767143602514663	2.6921972900223126	1.213272488277384	0.30161360397727754	3.214843071256157	0.7878508238165143	0.4062980737997485	0.6667647637807721	0.37856469271964543	0.11771674432900421	0.004526274897501521	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	-7319.7730003624765	-637.6203588212561	-1272.3473676198457
36550000	-9291.57730934874	-1357.0359811525993	-7934.541328196141	0.7474138061181635	30.627744784071155	7.483130869616184	0.14442989758216973	7.839827127957221	0.3591936853592891	0.1827163692492572	0.2100856415249742	0.24800430386647773	0.0067517926578251975	4.848257497742956	0.048255191990468266	0.019065764607311433	0.5615628150467009	0.6444602910477776	2.8721655146798404	0.4419838550723238	0.7502683271905928	1.9996129983532123	0.11937525557004645	0.7461647888406846	0.5373363711280781	2.192633671534134	0.2982648644876598	0.4916502564522122	0.7610257646321481	0.301085697290297	0.5938091491068885	0.22650345297599048	0.7010765622704581	1.544361719705562	1.7000507060510828	0.36485511487931443	1.9079090425204785	0.2642482116583176	0.5175019023423466	1.5455555706946495	0.5148449060025916	1.792673711411612	0.0516898953162021	0.6601322088080344	1.7534363762806255	0.6651918461847127	3.210701210737092	2.2294550945078138	1.0179076278717158	1.4259855780637862	1.9457683128327523	0.05714730563124923	1.1552525648826903	1.2691425780064753	5.192191385645067	0.4764411800850968	0.3736082641975307	0.44227824751532513	0.5720993258342972	2.6921972900223126	0.9549802619607617	0.2662997180844931	3.0727989856080837	0.6851909791647937	0.4098244903928345	0.1283974875478795	0.37856469271964543	0.23430726680933486	0.00667623037652634	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	-7298.994405424218	-635.5469227719233	-1279.2248214804226
36575000	-9278.551790395893	-1330.0441508165532	-7948.50763957934	0.7361741498951997	50.281694772817275	7.212511947153917	0.08326613211455745	9.447351024423337	0.3762340032129269	0.1807399732939508	0.2141343690775987	0.22889165441552178	0.006921650668144309	5.30464606231071	0.16190148341254798	0.2350512393025171	2.0456177895383547	0.6444602910477776	2.8721655146798404	0.2128331339637954	2.650852445130403	1.5358288270079117	0.040353008076090144	0.2519580268907329	0.5740973458723899	0.7699866963078671	0.5129914086841892	0.4916502564522122	0.2701117361029765	0.38612858802444033	0.5938091491068885	0.22650345297599048	2.323101582421159	0.7908783767593485	1.7183585065309694	0.36485511487931443	1.9079090425204785	0.11502111061014175	0.1286864738974928	1.5455555706946495	2.14601861809118	2.554184150392463	0.017203101560602112	0.23100436605494212	1.1749588460538858	0.3402452873885508	3.0433780030310156	2.2294550945078138	1.0179076278717158	0.7720430972105697	1.8283395987164022	0.3727978376965977	2.688078241221394	0.19898487415231367	4.086143176562079	0.7373595612078382	0.45187956690896014	0.6435082688886602	0.8927412225428425	2.7203889335459945	0.9427866655157046	0.6796970544320471	3.4047160969140307	0.5319772996163571	0.17341845667617972	0.3881681134987022	0.6730260355038606	0.08046408567585413	0.00427447875251456	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	-7304.998828855392	-643.5088107239479	-1246.7978401054488
36600000	-9309.086287323298	-1336.2079775689874	-7972.87830975431	0.7925990341736461	21.167036267050385	7.645583387365115	0.1823749753399352	9.16287084325715	0.367594535563647	0.17246330416815	0.20405273541371918	0.25588942485448196	0.006302474537528335	6.37927532063977	0.5050879765347374	0.2350512393025171	3.1401905087722475	0.24008534633267808	1.5974152282640623	0.13327279387789107	0.9802322318891518	1.3935548519636858	0.040353008076090144	0.2519580268907329	0.15343493233816113	0.5350644829645411	0.5129914086841892	0.4916502564522122	0.15453209408748383	0.6532381241933854	0.5938091491068885	0.22650345297599048	2.2602235859308175	0.7908783767593485	1.7685621514559564	1.2313544767139826	1.1244578878160545	0.6439033443403736	0.05491092730525392	1.5455555706946495	3.157638741228461	2.554184150392463	0.008854616104630963	0.23100436605494212	1.632450501367473	1.0602802961463116	3.1424930971978586	2.2294550945078138	0.5452205504771716	1.821951788431499	1.8283395987164022	0.1267565124083986	2.0255720766855614	0.20321567957607745	3.3452025162907075	0.29222441059751825	0.8782081255576152	0.6435082688886602	0.8927412225428425	1.2197840623188438	1.476563958184658	0.6796970544320471	7.058877416022048	0.7007448245089517	0.7356056175809705	0.08405686654283086	0.42710463556544415	0.01668947590527766	0.010668421049584745	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	13.0	-7302.9865204840535	-669.8917892702563	-1252.3421352935163
36625000	-9271.972624432734	-1319.371834781926	-7952.600789650807	0.8266030407683207	16.512673674940004	9.177152066800454	0.22377890516028004	8.705708207207516	0.3546177188000229	0.18341750535862736	0.21809669836389167	0.24386807747745626	0.0065816326710072875	4.940219671639288	0.5050879765347374	0.39930184114235096	0.4167553685365699	0.6055563130696482	1.5974152282640623	1.0921149441433726	0.9394173152250948	3.9281610350081615	0.3439608262429557	0.1641448383455347	0.1373754817656118	0.5350644829645411	0.19087997200955828	1.7579654127046882	0.5248508031266044	0.2583361077825631	0.6753529396528247	0.2582610072770725	2.7977586498738223	0.801535197768268	1.1053491058503992	1.5650376322575492	1.1244578878160545	1.4219926642689047	0.25020954216014796	1.2274284807800355	1.5338665312565738	2.554184150392463	0.016999930670139395	0.20984932786222268	1.632450501367473	0.8787191398781414	1.63960143331361	2.0305002988322323	0.5452205504771716	1.821951788431499	1.8283395987164022	0.2015651280958918	0.7904478917144876	0.5719790046107118	0.6039734685835222	0.2439851334429526	1.0301339170772452	0.23158633815166124	1.5031617763031664	1.7734450297586732	1.476563958184658	0.6796970544320471	1.766671884503401	0.28910630416651023	0.7356056175809705	0.19213374009783946	0.9120820505889382	0.010664353642268304	0.03454020412032927	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	-7288.106626855103	-664.4941627957039	-1242.3023418107507
36650000	-9348.881733593955	-1376.7302417253115	-7972.151491868643	0.8121254493541927	17.16459573858568	10.139425903606787	0.26195149106314125	6.614151587790268	0.3514998973281266	0.18394730812518276	0.1995625227404729	0.264990271806216	0.005718094716427408	5.096989739467147	0.5050879765347374	2.213380665480653	0.4668195936988435	0.5931481744109374	1.8585499749652075	1.0921149441433726	2.212593741626404	3.9810485003909917	0.5637493445601952	0.1641448383455347	0.22658001467665886	0.7430450225603077	0.9825750528064254	1.3218505447213362	0.5248508031266044	0.24464107315817027	0.6753529396528247	0.2582610072770725	2.992456880917286	0.7178117369532723	0.9762835981213298	1.3725669824193243	0.47762834684492256	1.1794563283003539	0.3608143164716924	1.7658831340799273	1.0286569761325344	1.6095754913159506	0.09873495902491486	1.3205108860275436	0.2023701676205076	0.9394283101983775	2.921894999507175	2.0305002988322323	0.9812999694929713	1.821951788431499	1.8283395987164022	0.2015651280958918	0.6148343071287038	0.4820871847551365	0.5588253533868428	0.2439851334429526	1.7837051636079835	0.23158633815166124	0.89264304523285	2.187809577995883	1.955560256292659	0.2386156731535049	1.330936495388292	1.2368680446955929	0.7356056175809705	0.04824843346610285	0.9120820505889382	0.09961618995867863	0.06985274629003486	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	-7309.682355541959	-662.4691363266837	-1297.698519544985
36675000	-9317.384970400255	-1369.950955125068	-7947.434015275187	0.9341947416467467	23.658470172557728	9.024241341146531	0.19467329905183045	7.607705909658638	0.3630618646233786	0.19255868808972532	0.19742014384166207	0.24695930344523226	0.006302658975011793	5.265813972713229	0.21182526578809013	2.213380665480653	0.4668195936988435	0.4225804571589261	1.8585499749652075	0.6089707332618896	0.6544670110426372	1.0867762801518228	0.44617609994079177	0.5892243188329631	0.28190860328623973	0.7430450225603077	1.6216572036943728	2.3878185832280403	0.5248508031266044	0.13442746649355644	3.60579698138665	0.28174201680385397	2.5601048881540605	0.44206507486269137	0.9762835981213298	1.3725669824193243	0.12780453309870587	1.1794563283003539	0.2721143968973653	1.7658831340799273	0.42997903389977793	1.6095754913159506	0.5877504238124821	1.3205108860275436	0.9919809212941999	0.9394283101983775	2.921894999507175	2.0305002988322323	0.6490084787459658	1.821951788431499	1.8283395987164022	0.19091348574266395	1.46884699743318	0.6036963828551588	0.3915679455766773	0.4160746749249034	1.7837051636079835	0.21089840931335097	0.89264304523285	2.187809577995883	0.5451886022003051	0.824726236863472	0.34865666576423576	0.18472229751996777	0.7356056175809705	0.15459418396535343	1.1334006428621417	0.3674893514073212	0.05117536068916405	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	-7283.228939380711	-664.2050758944761	-1290.4446814884368
